cgmlst_ST	cgmlst_distance	cgmlst_found_loci	cgmlst_genome_match	cgmlst_matching_alleles	cgmlst_subspecies	fasta_filepath	genome	h1	h2	o_antigen	qc_messages	qc_status	serogroup	serovar	serovar_antigen	serovar_cgmlst
	0.027272727272727226	329	2018-CAL-0016	321	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU15_assembly.fasta	NDSU15_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU16_assembly.fasta	NDSU16_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0244	322	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU17_assembly.fasta	NDSU17_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU18_assembly.fasta	NDSU18_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0244	322	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU19_assembly.fasta	NDSU19_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	328	2018-SEQ-0304	321	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU2_assembly.fasta	NDSU2_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=328)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU20_assembly.fasta	NDSU20_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-SEQ-0351	321	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU21_assembly.fasta	NDSU21_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU22_assembly.fasta	NDSU22_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU24_assembly.fasta	NDSU24_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU25_assembly.fasta	NDSU25_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	328	2018-SEQ-0501	321	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU26_assembly.fasta	NDSU26_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=328)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0501	322	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU28_assembly.fasta	NDSU28_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0304	322	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU29_assembly.fasta	NDSU29_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0351	323	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU3_assembly.fasta	NDSU3_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0304	322	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU30_assembly.fasta	NDSU30_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU4_assembly.fasta	NDSU4_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	326	2018-CAL-0016	321	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU5_assembly.fasta	NDSU5_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=326)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-CAL-0016	323	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU6_assembly.fasta	NDSU6_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU7_assembly.fasta	NDSU7_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	327	2018-SEQ-0305	321	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU8_assembly.fasta	NDSU8_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=327)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	328	2018-SEQ-0304	321	enterica	/scratch/smk459/dub-genphen/3.4-unicycler_entero/assemblies/NDSU9_assembly.fasta	NDSU9_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=328)	PASS	D1	Dublin	Kiel|Dublin	Dublin
